-37.699112	-0.000000
-37.684029	-0.000400
-37.668947	-0.000801
-37.653864	-0.001201
-37.638781	-0.001602
-37.623699	-0.002003
-37.608616	-0.002403
-37.593533	-0.002803
-37.578451	-0.003203
-37.563368	-0.003603
-37.548285	-0.004002
-37.533203	-0.004400
-37.518120	-0.004798
-37.503037	-0.005195
-37.487955	-0.005591
-37.472872	-0.005986
-37.457789	-0.006380
-37.442707	-0.006773
-37.427624	-0.007165
-37.412541	-0.007555
-37.397459	-0.007944
-37.382376	-0.008332
-37.367293	-0.008718
-37.352211	-0.009102
-37.337128	-0.009485
-37.322045	-0.009865
-37.306963	-0.010244
-37.291880	-0.010621
-37.276797	-0.010995
-37.261715	-0.011368
-37.246632	-0.011738
-37.231549	-0.012106
-37.216467	-0.012471
-37.201384	-0.012834
-37.186301	-0.013194
-37.171219	-0.013551
-37.156136	-0.013906
-37.141053	-0.014258
-37.125971	-0.014606
-37.110888	-0.014952
-37.095805	-0.015295
-37.080723	-0.015634
-37.065640	-0.015970
-37.050557	-0.016303
-37.035475	-0.016632
-37.020392	-0.016958
-37.005309	-0.017280
-36.990227	-0.017599
-36.975144	-0.017914
-36.960061	-0.018225
-36.944979	-0.018532
-36.929896	-0.018835
-36.914813	-0.019134
-36.899731	-0.019429
-36.884648	-0.019720
-36.869565	-0.020006
-36.854483	-0.020289
-36.839400	-0.020566
-36.824317	-0.020840
-36.809235	-0.021109
-36.794152	-0.021373
-36.779070	-0.021633
-36.763987	-0.021888
-36.748904	-0.022138
-36.733822	-0.022383
-36.718739	-0.022623
-36.703656	-0.022859
-36.688574	-0.023089
-36.673491	-0.023315
-36.658408	-0.023535
-36.643326	-0.023750
-36.628243	-0.023960
-36.613160	-0.024165
-36.598078	-0.024364
-36.582995	-0.024558
-36.567912	-0.024746
-36.552830	-0.024929
-36.537747	-0.025107
-36.522664	-0.025279
-36.507582	-0.025445
-36.492499	-0.025606
-36.477416	-0.025761
-36.462334	-0.025910
-36.447251	-0.026053
-36.432168	-0.026191
-36.417086	-0.026323
-36.402003	-0.026449
-36.386920	-0.026569
-36.371838	-0.026683
-36.356755	-0.026791
-36.341672	-0.026893
-36.326590	-0.026989
-36.311507	-0.027079
-36.296424	-0.027163
-36.281342	-0.027240
-36.266259	-0.027312
-36.251176	-0.027377
-36.236094	-0.027437
-36.221011	-0.027490
-36.205928	-0.027537
-36.190846	-0.027577
-36.175763	-0.027612
-36.160680	-0.027640
-36.145598	-0.027662
-36.130515	-0.027677
-36.115432	-0.027687
-36.100350	-0.027690
-36.085267	-0.027686
-36.070184	-0.027677
-36.055102	-0.027661
-36.040019	-0.027639
-36.024936	-0.027610
-36.009854	-0.027576
-35.994771	-0.027534
-35.979688	-0.027487
-35.964606	-0.027433
-35.949523	-0.027373
-35.934440	-0.027307
-35.919358	-0.027235
-35.904275	-0.027156
-35.889192	-0.027071
-35.874110	-0.026979
-35.859027	-0.026882
-35.843945	-0.026778
-35.828862	-0.026668
-35.813779	-0.026552
-35.798697	-0.026430
-35.783614	-0.026302
-35.768531	-0.026167
-35.753449	-0.026027
-35.738366	-0.025881
-35.723283	-0.025728
-35.708201	-0.025570
-35.693118	-0.025405
-35.678035	-0.025235
-35.662953	-0.025058
-35.647870	-0.024876
-35.632787	-0.024688
-35.617705	-0.024495
-35.602622	-0.024295
-35.587539	-0.024090
-35.572457	-0.023879
-35.557374	-0.023663
-35.542291	-0.023441
-35.527209	-0.023213
-35.512126	-0.022981
-35.497043	-0.022742
-35.481961	-0.022498
-35.466878	-0.022249
-35.451795	-0.021995
-35.436713	-0.021735
-35.421630	-0.021470
-35.406547	-0.021201
-35.391465	-0.020926
-35.376382	-0.020646
-35.361299	-0.020361
-35.346217	-0.020071
-35.331134	-0.019776
-35.316051	-0.019477
-35.300969	-0.019173
-35.285886	-0.018865
